Name,Titel,Anmerkungen,Reihe,Personen,Erscheinungsort: Verlag,Erscheinungsjahr,Auflage,Verlag,Address,Description,URL_WorldCat,Inhalt,TimeStamp,fshop,isoLand,iso2Sprache,Latitude,Longitude,WorldCat_ID,WorldCat_Link
Kinder-Märchen.,Kinder-Märchen.,Von C.W. Contessa&comma;Friedrich Baron de la Motte Fouqué und E.T.A. Hoffmann ; mit 6 illum. und 6 schwarzen Vign. nach Zeichn. von E.T.A. Hoffmann.,,Contessa&comma;Karl Wilhelm Salice; Fouqué&comma;Friedrich de la Motte; Hoffmann&comma;E.T.A.,Berlin: Reimer,1839,Neue Aufl.,Reimer,Berlin,<b>Kinder-Märchen.</b><br>Berlin: Reimer 1839. Neue Aufl. Contessa&comma;Karl Wilhelm Salice; Fouqué&comma;Friedrich de la Motte; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/917744683" target="_blank">(OCoLC)917744683</a>,,1839,SVAut,DEU,ger,52.516666666667,13.383333333333,(OCoLC)917744683,http://www.worldcat.org/oclc/917744683
Lied von ...,Lied von ...,,Bibliothek der deutschen Literatur,Hoffmann&comma;E.T.A.,Altona,1839,[Mikrofiche-Ausg.],,Altona,<b>Lied von ....</b><br>Altona 1839. [Mikrofiche-Ausg.] Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1068492441" target="_blank">(OCoLC)1068492441</a>,,1839,ZZ,DEU,ger,53.55,9.9333,(OCoLC)1068492441,http://www.worldcat.org/oclc/1068492441
Spieler-glück. Erzählung.,Spieler-glück. Erzählung.,,,Hoffmann&comma;E.T.A.,New York,1839,,,New York,<b>Spieler-glück.</b> Erzählung.<br>New York 1839. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/81722515" target="_blank">(OCoLC)81722515</a>,,1839,SG,USA,ger,40.7,-74,(OCoLC)81722515,http://www.worldcat.org/oclc/81722515
Cardillac&comma;Jewelier und Räuber&comma;oder&comma;Das Fräulein von Scuderi. Erzählung aus dem Zeitalter Ludwig des Vierzehnten.,Cardillac&comma;Jewelier und Räuber&comma;oder&comma;Das Fräulein von Scuderi. Erzählung aus dem Zeitalter Ludwig des Vierzehnten.,Von E.T.A. Hoffmann.,,Hoffmann&comma;E.T.A.,New York: W. Radde,1838,,W. Radde,New York,<b>Cardillac&comma;Jewelier und Räuber&comma;oder&comma;Das Fräulein von Scuderi.</b> Erzählung aus dem Zeitalter Ludwig des Vierzehnten.<br>New York: W. Radde 1838. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/56756992" target="_blank">(OCoLC)56756992</a>,,1838,FS,USA,ger,40.7,-74,(OCoLC)56756992,http://www.worldcat.org/oclc/56756992
Contes. 1. (1838). - [2] Bl.&comma;435 S.&comma;[2] Bl. ; Ill. - Enth. u.a.: Princesse Brambilla. Les aventures de la nuit de St-Sylvestre.,Contes. 1. (1838). - [2] Bl.&comma;435 S.&comma;[2] Bl. ; Ill. - Enth. u.a.: Princesse Brambilla. Les aventures de la nuit de St-Sylvestre.,De E.-T.-A. Hoffmann. Traduction nouvelle de Théodore Toussenel. Avec une préf. par L'H ... Ornés de 8 belles Vignettes.,,Hoffmann&comma;E.T.A.; Toussenel&comma;Théodore,Paris: Pougin,1838,,Pougin,Paris,<b>Contes.</b> 1. (1838). - [2] Bl.&comma;435 S.&comma;[2] Bl. ; Ill. - Enth. u.a.: Princesse Brambilla. Les aventures de la nuit de St-Sylvestre.<br>Paris: Pougin 1838. Hoffmann&comma;E.T.A.; Toussenel&comma;Théodore.,<a href="http://www.worldcat.org/oclc/630318171" target="_blank">(OCoLC)630318171</a>,,1838,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)630318171,http://www.worldcat.org/oclc/630318171
Contes. 2. (1838). - [2] Bl.&comma;430 S. ; Ill. - Enth. u.a.: L'enchaînement des choses. La convalescence.,Contes. 2. (1838). - [2] Bl.&comma;430 S. ; Ill. - Enth. u.a.: L'enchaînement des choses. La convalescence.,De E.-T.-A. Hoffmann. Traduction nouvelle de Théodore Toussenel. Avec une préf. par L'H ... Ornés de 8 belles Vignettes.,,Hoffmann&comma;E.T.A.; Toussenel&comma;Théodore,Paris: Pougin,1838,,Pougin,Paris,<b>Contes.</b> 2. (1838). - [2] Bl.&comma;430 S. ; Ill. - Enth. u.a.: L'enchaînement des choses. La convalescence.<br>Paris: Pougin 1838. Hoffmann&comma;E.T.A.; Toussenel&comma;Théodore.,<a href="http://www.worldcat.org/oclc/630318177" target="_blank">(OCoLC)630318177</a>,,1838,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)630318177,http://www.worldcat.org/oclc/630318177
Oeuvres completes. 1 ; Contes mystérieux ; T. 1.,Oeuvres completes. 1 ; Contes mystérieux ; T. 1.,E.-T.-A. Hoffmann. Trad. de l'allemand par É. de la Bédolliere.,Cabinet littéraire&comma;collection universelle des meilleurs romans modernes,Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de,Paris: Barba,1838,,Barba,Paris,<b>Oeuvres completes.</b> 1 ; Contes mystérieux ; T. 1.<br>Paris: Barba 1838. Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de.,<a href="http://www.worldcat.org/oclc/634897564" target="_blank">(OCoLC)634897564</a>,,1838,a1,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)634897564,http://www.worldcat.org/oclc/634897564
Oeuvres completes. 2 ; Contes mystérieux ; T. 2.,Oeuvres completes. 2 ; Contes mystérieux ; T. 2.,E.-T.-A. Hoffmann. Trad. de l'allemand par É. de la Bédolliere.,Cabinet littéraire&comma;collection universelle des meilleurs romans modernes,Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de,Paris: Barba,1838,,Barba,Paris,<b>Oeuvres completes.</b> 2 ; Contes mystérieux ; T. 2.<br>Paris: Barba 1838. Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de.,<a href="http://www.worldcat.org/oclc/634897576" target="_blank">(OCoLC)634897576</a>,,1838,a1,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)634897576,http://www.worldcat.org/oclc/634897576
Oeuvres completes. 3 ; Contes mystérieux ; T. 3.,Oeuvres completes. 3 ; Contes mystérieux ; T. 3.,E.-T.-A. Hoffmann. Trad. de l'allemand par É. de la Bédolliere.,Cabinet littéraire&comma;collection universelle des meilleurs romans modernes,Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de,Paris: Barba,1838,,Barba,Paris,<b>Oeuvres completes.</b> 3 ; Contes mystérieux ; T. 3.<br>Paris: Barba 1838. Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de.,<a href="http://www.worldcat.org/oclc/634897609" target="_blank">(OCoLC)634897609</a>,,1838,a1,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)634897609,http://www.worldcat.org/oclc/634897609
Oeuvres completes. 4 ; Contes mystérieux ; T. 4.,Oeuvres completes. 4 ; Contes mystérieux ; T. 4.,E.-T.-A. Hoffmann. Trad. de l'allemand par É. de la Bédolliere.,Cabinet littéraire&comma;collection universelle des meilleurs romans modernes,Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de,Paris: Barba,1838,,Barba,Paris,<b>Oeuvres completes.</b> 4 ; Contes mystérieux ; T. 4.<br>Paris: Barba 1838. Hoffmann&comma;E.T.A.; Gigault de La Bédollière&comma;Émile de.,<a href="http://www.worldcat.org/oclc/634897646" target="_blank">(OCoLC)634897646</a>,,1838,a1,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)634897646,http://www.worldcat.org/oclc/634897646
Contes fantastiques.,Contes fantastiques.,De E.T.A. Hoffmann ; traduction nouvelle ... par H. Egmont.,Oeuvres complètes de E.T.A. Hoffmann,Hoffmann&comma;E.T.A.; Massé D'egmont&comma;Henry,Paris: Camuzeaux,1836,,Camuzeaux,Paris,<b>Contes fantastiques.</b><br>Paris: Camuzeaux 1836. Hoffmann&comma;E.T.A.; Massé D'egmont&comma;Henry.,<a href="http://www.worldcat.org/oclc/78666228" target="_blank">(OCoLC)78666228</a>,,1836,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)78666228,http://www.worldcat.org/oclc/78666228
Contes fantastiques de E.T.A. Hoffmann.,Contes fantastiques de E.T.A. Hoffmann.,Traduction nouvelle&comma;précédée d'une notice sur la vie et les ouvrages de l'auteur par Henry Egmont ; ornée de vignettes d'aprés les dessins de Camille Rogier.,Oeuvres complétes de E.T.A. Hoffmann,Hoffmann&comma;E.T.A.; Egmont&comma;Henry; Rogier&comma;Camille,Paris: Béthune Et Plon,1836,,Béthune Et Plon,Paris,<b>Contes fantastiques de E.T.A. Hoffmann.</b><br>Paris: Béthune Et Plon 1836. Hoffmann&comma;E.T.A.; Egmont&comma;Henry; Rogier&comma;Camille.,<a href="http://www.worldcat.org/oclc/54060054" target="_blank">(OCoLC)54060054</a>,,1836,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)54060054,http://www.worldcat.org/oclc/54060054
Fantasiestücke in Callots Manier. 1,3.,Fantasiestücke in Callots Manier. 1,3.,[E.T.A. Hoffmann].,,Hoffmann&comma;E.T.A.,Leipzig: Brockhaus,1835,3. Aufl.,Brockhaus,Leipzig,<b>Fantasiestücke in Callots Manier.</b> 1,3.<br>Leipzig: Brockhaus 1835. 3. Aufl. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/311621277" target="_blank">(OCoLC)311621277</a>,,1835,FC,DEU,ger,51.34,12.375,(OCoLC)311621277,http://www.worldcat.org/oclc/311621277
Racconti di Ernesto Teodoro Hoffmann. Volume 1 ; [...].,Racconti di Ernesto Teodoro Hoffmann. Volume 1 ; [...].,Premesso Un Discorso Di Gualtiero Scott.,Romanzi e Curiosità Storiche Di Tutte Le Nazioni Terza Serie&comma;[21],Hoffmann&comma;E.T.A.; Scott&comma;Walter,Milano: Truffi,1835,Prima Versione Italiana,Truffi,Milano,<b>Racconti di Ernesto Teodoro Hoffmann.</b> Volume 1 ; [...].<br>Milano: Truffi 1835. Prima Versione Italiana Hoffmann&comma;E.T.A.; Scott&comma;Walter.,<a href="http://www.worldcat.org/oclc/1035210539" target="_blank">(OCoLC)1035210539</a>,,1835,a2a,ITA,ita,45.466944444444,9.19,(OCoLC)1035210539,http://www.worldcat.org/oclc/1035210539
Racconti di Ernesto Teodoro Hoffmann. Volume 2 ; [...].,Racconti di Ernesto Teodoro Hoffmann. Volume 2 ; [...].,Premesso Un Discorso Di Gualtiero Scott.,Romanzi e Curiosità Storiche Di Tutte Le Nazioni Terza Serie,[22],Hoffmann&comma;E.T.A.; Scott&comma;Walter,Milano: Truffi,1835,Prima Versione Italiana,Truffi,Milano,<b>Racconti di Ernesto Teodoro Hoffmann.</b> Volume 2 ; [...].<br>Milano: Truffi 1835. Prima Versione Italiana Hoffmann&comma;E.T.A.; Scott&comma;Walter.,<a href="http://www.worldcat.org/oclc/1035210586" target="_blank">(OCoLC)1035210586</a>,,1835,a2a,ITA,ita,45.466944444444,9.19,(OCoLC)1035210586,http://www.worldcat.org/oclc/1035210586
Contes et fantaisies de E.T.A. Hoffmann. T. 1 ; ...,Contes et fantaisies de E.T.A. Hoffmann. T. 1 ; ...,Trad. de l'allemand et suivis de sa vie par Loeve-Veimars.,,Hoffmann&comma;E.T.A.; Loève-Veimars&comma;Adolphe,Bruxelles: Hauman,1834,,Hauman,Bruxelles,<b>Contes et fantaisies de E.T.A. Hoffmann.</b> T. 1 ; ....<br>Bruxelles: Hauman 1834. Hoffmann&comma;E.T.A.; Loève-Veimars&comma;Adolphe.,<a href="http://www.worldcat.org/oclc/833618236" target="_blank">(OCoLC)833618236</a>,,1834,a2a,BEL,fre,50.846666666666664,4.351666666666667,(OCoLC)833618236,http://www.worldcat.org/oclc/833618236
Contes et fantaisies de E.T.A. Hoffmann. T. 2 ; ...,Contes et fantaisies de E.T.A. Hoffmann. T. 2 ; ...,Trad. de l'allemand et suivis de sa vie par Loeve-Veimars.,,Hoffmann&comma;E.T.A.; Loève-Veimars&comma;Adolphe,Bruxelles: Hauman,1834,,Hauman,Bruxelles,<b>Contes et fantaisies de E.T.A. Hoffmann.</b> T. 2 ; ....<br>Bruxelles: Hauman 1834. Hoffmann&comma;E.T.A.; Loève-Veimars&comma;Adolphe.,<a href="http://www.worldcat.org/oclc/833618251" target="_blank">(OCoLC)833618251</a>,,1834,a2a,BEL,fre,50.846666666666664,4.351666666666667,(OCoLC)833618251,http://www.worldcat.org/oclc/833618251
Don Juan. Opéra en cinq actes de Mozart&comma;représenté&comma;pour la première fois&comma;sur le Théâtre de l'Académie royale de musique&comma;le 10 mars 1834.,Don Juan. Opéra en cinq actes de Mozart&comma;représenté&comma;pour la première fois&comma;sur le Théâtre de l'Académie royale de musique&comma;le 10 mars 1834.,[Musique de Mozart&comma;divertissemens de M. Coraly&comma;décorations de MM. Ciceri ... et al. ; développemens de quelques situations... par E.T.A. Hoffmann].,,Mozart&comma;Wolfgang Amadeus; Coralli&comma;Eugène; Hoffmann&comma;E.T.A.,Paris: A. Guyot; U. Canel; Barba,[1834?],Deuxième édition.,A. Guyot; U. Canel; Barba,Paris,<b>Don Juan.</b> Opéra en cinq actes de Mozart&comma;représenté&comma;pour la première fois&comma;sur le Théâtre de l'Académie royale de musique&comma;le 10 mars 1834.<br>Paris: A. Guyot; U. Canel; Barba [1834?]. Deuxième édition. Mozart&comma;Wolfgang Amadeus; Coralli&comma;Eugène; Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1039936652" target="_blank">(OCoLC)1039936652</a>,,1834,DJ,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)1039936652,http://www.worldcat.org/oclc/1039936652
Geist aus E.T.A. Hoffmann's sämmtlichen Werken.,Geist aus E.T.A. Hoffmann's sämmtlichen Werken.,,Cabinets-Bibliothek der Deutschen Classiker. Neue Auswahl; 8. Supplementbändchen,Hoffmann&comma;E.T.A.,Hildburghausen&comma;New York: Druck und Verlag des Bibliographischen Instituts,1834-,,Druck und Verlag des Bibliographischen Instituts,Hildburghausen&comma;New York,<b>Geist aus E.T.A. Hoffmann's sämmtlichen Werken.</b><br>Hildburghausen&comma;New York: Druck und Verlag des Bibliographischen Instituts 1834-. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/884956485" target="_blank">(OCoLC)884956485</a>,,1834,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)884956485,http://www.worldcat.org/oclc/884956485
Geist aus E.T.A. Hoffmann's sämmtlichen Werken. Erster Theil.,Geist aus E.T.A. Hoffmann's sämmtlichen Werken. Erster Theil.,,Miniatur-Bibliothek der Deutschen Classiker; 8. Supplementbändchen,Hoffmann&comma;E.T.A.,Hildburghausen&comma;New York: Druck und Verlag vom Bibliographischen Institut,1834,,Druck und Verlag vom Bibliographischen Institut,Hildburghausen&comma;New York,<b>Geist aus E.T.A. Hoffmann's sämmtlichen Werken.</b> Erster Theil.<br>Hildburghausen&comma;New York: Druck und Verlag vom Bibliographischen Institut 1834. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/772690977" target="_blank">(OCoLC)772690977</a>,Biographisches Vorwort<br>Meister Martin&comma;der Küper&comma;und sein Gesellen<br>Die Genesung.,1834,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)772690977,http://www.worldcat.org/oclc/772690977
Contes du chalet.,Contes du chalet.,Traduits de l'Allemand de Hoffmann&comma;Lamothe- Fouqué&comma;etc. par Rastoin.,,Hoffmann&comma;E.T.A.; La Motte-Fouqué&comma;Friedrich Heinrich Karl; Rastoin-Brémond&comma;Édouard,Paris: Audin,1832,,Audin,Paris,<b>Contes du chalet.</b><br>Paris: Audin 1832. Hoffmann&comma;E.T.A.; La Motte-Fouqué&comma;Friedrich Heinrich Karl; Rastoin-Brémond&comma;Édouard.,<a href="http://www.worldcat.org/oclc/28093149" target="_blank">(OCoLC)28093149</a>,,1832,SVAut,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)28093149,http://www.worldcat.org/oclc/28093149
Contes fantastiques.,Contes fantastiques.,De E.T.A. Hoffmann ; traduits de l'allemand par M. Loève-Veimars ; et précédés d'une notice historique sur Hoffmann par Walter Scott.,,Hoffmann&comma;E.T.A.; Loève-Veimars&comma;Adolphe; Scott&comma;Walter,Paris: E. Renduel,1832-1836,2e édition.,E. Renduel,Paris,<b>Contes fantastiques.</b><br>Paris: E. Renduel 1832-1836. 2e édition. Hoffmann&comma;E.T.A.; Loève-Veimars&comma;Adolphe; Scott&comma;Walter.,<a href="http://www.worldcat.org/oclc/759640405" target="_blank">(OCoLC)759640405</a>,Vol<br>1&comma;Le Majorat&comma;Le Sanctus&comma;1832 ; Vol<br>2&comma;Salvator Rosa&comma;La vie d'artiste&comma;La leçon de violon&comma;1832 ; Vol<br>4&comma;Le choix d'une fiancée&comma;Le spectre fiancé&comma;1832 ; Vol<br>5&comma;Mademoiselle de Scudery&comma;Zacharias Werner&comma;1836 ; Vol<br>6&comma;Maître Martin&comma;L'église des jésuites&comma;1836 ; Vol<br>7 : Maître Floch : sept aventures&comma;1836 ; Vol<br>8&comma;L'homme au sable&comma;La cour d'Artus&comma;Don Juan&comma;Gluck&comma;Agafia&comma;1836.,1832,a2a,FRA,fre,48.856944444444,2.3513888888889,(OCoLC)759640405,http://www.worldcat.org/oclc/759640405
Meister Johannes Wacht. Spieler-Glück.,Meister Johannes Wacht. Spieler-Glück.,,Miniatur-Bibliothek der deutschen Classiker; suppl. Bd.&comma;12 Geist aus E.T.A. Hoffmann's Werken in einer Auswahl des Schönsten und Gelungensten aus seinen sämmtlichen Schriften; Bdch. 2,Hoffmann&comma;E.T.A.,Hildburghausen: Bibliogr. Inst.,1832,<Miniatur-ausg.>,Bibliogr. Inst.,Hildburghausen,<b>Meister Johannes Wacht. Spieler-Glück.</b><br>Hildburghausen: Bibliogr. Inst. 1832. <Miniatur-ausg.> Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/251685849" target="_blank">(OCoLC)251685849</a>,,1832,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)251685849,http://www.worldcat.org/oclc/251685849
Razskashchik&comma;ili&comma;Izbrannyi︠a︡ pov︠e︡sti inostrannykh avtorov.,Razskashchik&comma;ili&comma;Izbrannyi︠a︡ pov︠e︡sti inostrannykh avtorov.,Izdannyi︠a︡ Nikolaem Grechem.,,Irving&comma;Washington; Balzac&comma;Honoré de; Hoffmann&comma;E.T.A.; et al.,Saint Petersburg: Tip. Izdateli︠a︡,1832,,Tip. Izdateli︠a︡,Saint Petersburg,<b>Razskashchik&comma;ili&comma;Izbrannyi︠a︡ pov︠e︡sti inostrannykh avtorov.</b><br>Saint Petersburg: Tip. Izdateli︠a︡ 1832. Irving&comma;Washington; Balzac&comma;Honoré de; Hoffmann&comma;E.T.A.; et al.,<a href="http://www.worldcat.org/oclc/57738494" target="_blank">(OCoLC)57738494</a>,,1832,a2a,RUS,rus,59.95,30.316666666667,(OCoLC)57738494,http://www.worldcat.org/oclc/57738494
Anthologie aus den sämmtlichen Schriften. Bd. 2.,Anthologie aus den sämmtlichen Schriften. Bd. 2.,Von E.T.A. Hoffmann.,Miniatur-Bibliothek der Deutschen Classiker 12,Hoffmann&comma;E.T.A.,Hildburghausen&comma;New York: Bibliographisches Institut,1831,,Bibliographisches Institut,Hildburghausen&comma;New York,<b>Anthologie aus den sämmtlichen Schriften.</b> Bd. 2.<br>Hildburghausen&comma;New York: Bibliographisches Institut 1831. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/833658776" target="_blank">(OCoLC)833658776</a>,,1831,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)833658776,http://www.worldcat.org/oclc/833658776
Anthologie aus den sämmtlichen Schriften. Bd. 2.,Anthologie aus den sämmtlichen Schriften. Bd. 2.,Von E.T.A. Hoffmann.,...; Bd. 12 Deutsche Cabinets-Encyklopädie oder Genius der besten neuern deutschen Dichter und Prosaiker; Bd. 12,Hoffmann&comma;E.T.A.,Hildburghausen: Verl. vom Bibliograph. Inst.,(1831),,Verl. vom Bibliograph. Inst.,Hildburghausen,<b>Anthologie aus den sämmtlichen Schriften.</b> Bd. 2.<br>Hildburghausen: Verl. vom Bibliograph. Inst. (1831). Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/174012291" target="_blank">(OCoLC)174012291</a>,,1831,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)174012291,http://www.worldcat.org/oclc/174012291
Anthologie aus E.T.A. Hoffmann's sämmtlichen Werken.,Anthologie aus E.T.A. Hoffmann's sämmtlichen Werken.,,Cabinetts-Bibliothek der deutschen Classiker ...,Hoffmann&comma;E.T.A.,Hildburghausen: Bibliogr. Inst.,,,Bibliogr. Inst.,Hildburghausen,<b>Anthologie aus E. T. A. Hoffmann's sämmtlichen Werken.</b><br>Hildburghausen: Bibliogr. Inst. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1072776733" target="_blank">(OCoLC)1072776733</a>,,1831,a2a,DEU,ger,50.426111111111,10.728888888889,(OCoLC)1072776733,http://www.worldcat.org/oclc/1072776733
Anthologie aus E.T.A. Hoffmann's sämmtlichen Werken. 1 ; Meister Martin der Küfer : eine Novelle.,Anthologie aus E.T.A. Hoffmann's sämmtlichen Werken. 1 ; Meister Martin der Küfer : eine Novelle.,,Cabinetts-Bibliothek der deutschen Classiker Suppl.Bd 5,Hoffmann&comma;E.T.A.,Hildburghausen: Bibliogr. Inst.,1831,,Bibliogr. Inst.,Hildburghausen,<b>Anthologie aus E. T. A. Hoffmann's sämmtlichen Werken.</b> 1 ; Meister Martin der Küfer : eine Novelle.<br>Hildburghausen: Bibliogr. Inst. 1831. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1046372577" target="_blank">(OCoLC)1046372577</a>,,1831,MM,DEU,ger,50.426111111111,10.728888888889,(OCoLC)1046372577,http://www.worldcat.org/oclc/1046372577
Anthologie aus E.T.A. Hoffmann's sämmtlichen Werken. 2 ; Meister Johannes Wacht : eine Erzählung.,Anthologie aus E.T.A. Hoffmann's sämmtlichen Werken. 2 ; Meister Johannes Wacht : eine Erzählung.,,Cabinetts-Bibliothek der deutschen Classiker Suppl.Bd 12,Hoffmann&comma;E.T.A.,Hildburghausen: Bibliogr. Inst.,1831,,Bibliogr. Inst.,Hildburghausen,<b>Anthologie aus E. T. A. Hoffmann's sämmtlichen Werken.</b> 2 ; Meister Johannes Macht : eine Erzählung.<br>Hildburghausen: Bibliogr. Inst. 1831. Hoffmann&comma;E.T.A.,<a href="http://www.worldcat.org/oclc/1068799399" target="_blank">(OCoLC)1068799399</a>,,1831,MW,DEU,ger,50.426111111111,10.728888888889,(OCoLC)1068799399,http://www.worldcat.org/oclc/1068799399
Aus Hoffmann's Leben und Nachlaß. Bdch. 1 ; [...].,Aus Hoffmann's Leben und Nachlaß. Bdch. 1 ; [...].,[Ernst Theodor Amadeus Hoffmann]&comma;Hrsg. von dem Verf. des Lebens-Abrisses Friedrich Ludwig Zacharias Werners [i.e. Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Neue vermehrte und verbesserte Auflage,Brodhag,Stuttgart,<b>Aus Hoffmann's Leben und Nachlaß.</b> Bdch. 1 ; [...].<br>Stuttgart: Brodhag 1831. Neue vermehrte und verbesserte Auflage Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/258264231" target="_blank">(OCoLC)258264231</a>,,1831,ZZ,DEU,ger,48.7775,9.18,(OCoLC)258264231,http://www.worldcat.org/oclc/258264231
Aus Hoffmann's Leben und Nachlaß. Bdch. 2 ; ...,Aus Hoffmann's Leben und Nachlaß. Bdch. 2 ; ...,[Ernst Theodor Amadeus Hoffmann]&comma;Hrsg. von dem Verf. des Lebens-Abrisses Friedrich Ludwig Zacharias Werners [i.e. Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Neue verm. ... Aufl,Brodhag,Stuttgart,<b>Aus Hoffmann's Leben und Nachlaß.</b> Bdch. 2 ; ....<br>Stuttgart: Brodhag 1831. Neue verm. ... Aufl Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833154701" target="_blank">(OCoLC)833154701</a>,,1831,ZZ,DEU,ger,48.7775,9.18,(OCoLC)833154701,http://www.worldcat.org/oclc/833154701
Aus Hoffmann's Leben und Nachlaß. Bdch. 3 ; ...,Aus Hoffmann's Leben und Nachlaß. Bdch. 3 ; ...,[Ernst Theodor Amadeus Hoffmann]&comma;Hrsg. von dem Verf. des Lebens-Abrisses Friedrich Ludwig Zacharias Werners [i.e. Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Neue verm. ... Aufl,Brodhag,Stuttgart,<b>Aus Hoffmann's Leben und Nachlaß.</b> Bdch. 3 ; ....<br>Stuttgart: Brodhag 1831. Neue verm. ... Aufl Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833154727" target="_blank">(OCoLC)833154727</a>,,1831,ZZ,DEU,ger,48.7775,9.18,(OCoLC)833154727,http://www.worldcat.org/oclc/833154727
Aus Hoffmann's Leben und Nachlaß. Bdch. 4 ; ...,Aus Hoffmann's Leben und Nachlaß. Bdch. 4 ; ...,[Ernst Theodor Amadeus Hoffmann]&comma;Hrsg. von dem Verf. des Lebens-Abrisses Friedrich Ludwig Zacharias Werners [i.e. Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Neue verm. ... Aufl,Brodhag,Stuttgart,<b>Aus Hoffmann's Leben und Nachlaß.</b> Bdch. 4 ; ....<br>Stuttgart: Brodhag 1831. Neue verm. ... Aufl Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833154736" target="_blank">(OCoLC)833154736</a>,,1831,ZZ,DEU,ger,48.7775,9.18,(OCoLC)833154736,http://www.worldcat.org/oclc/833154736
Aus Hoffmann's Leben und Nachlaß. Bdch. 5 ; ...,Aus Hoffmann's Leben und Nachlaß. Bdch. 5 ; ...,[Ernst Theodor Amadeus Hoffmann]&comma;Hrsg. von dem Verf. des Lebens-Abrisses Friedrich Ludwig Zacharias Werners [i.e. Julius Eduard Hitzig].,,Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard,Stuttgart: Brodhag,1831,Neue verm. ... Aufl,Brodhag,Stuttgart,<b>Aus Hoffmann's Leben und Nachlaß.</b> Bdch. 5 ; ....<br>Stuttgart: Brodhag 1831. Neue verm. ... Aufl Hoffmann&comma;E.T.A.; Hitzig&comma;Julius Eduard.,<a href="http://www.worldcat.org/oclc/833154764" target="_blank">(OCoLC)833154764</a>,,1831,ZZ,DEU,ger,48.7775,9.18,(OCoLC)833154764,http://www.worldcat.org/oclc/833154764
